Data,IBOV,ICON,IEEX,IFNC,IGCX,IMAT,INDX,UTIL
2012-06-18,56195.00,1933.00,35129.00,3449.00,7118.00,1618.00,10159.00,3358.00
2012-06-19,57195.00,1969.00,35225.00,3496.00,7221.00,1639.00,10307.00,3375.00
2012-06-20,57166.00,1968.00,35133.00,3473.00,7190.00,1634.00,10284.00,3368.00
2012-06-21,55505.00,1919.00,34871.00,3366.00,7019.00,1580.00,10000.00,3342.00
2012-06-22,55439.00,1914.00,34560.00,3350.00,6997.00,1567.00,9944.00,3308.00
2012-06-25,53805.00,1905.00,34754.00,3263.00,6879.00,1534.00,9806.00,3318.00
2012-06-26,53836.00,1896.00,34764.00,3262.00,6884.00,1539.00,9771.00,3345.00
2012-06-27,53108.00,1889.00,34944.00,3279.00,6869.00,1537.00,9758.00,3378.00
2012-06-28,52652.00,1891.00,35252.00,3270.00,6830.00,1516.00,9771.00,3410.00
2012-06-29,54354.00,1934.00,35416.00,3361.00,6992.00,1599.00,10081.00,3414.00
2012-07-02,54692.00,1917.00,35336.00,3385.00,7021.00,1601.00,9973.00,3421.00
2012-07-03,55780.00,1953.00,34854.00,3452.00,7118.00,1632.00,10193.00,3380.00
2012-07-04,56076.00,1964.00,34831.00,3467.00,7138.00,1652.00,10253.00,3385.00
2012-07-05,56379.00,1950.00,34979.00,3487.00,7155.00,1661.00,10200.00,3385.00
2012-07-06,55394.00,1926.00,34547.00,3454.00,7069.00,1619.00,10027.00,3365.00
2012-07-10,53705.00,1891.00,34062.00,3349.00,6914.00,1558.00,9754.00,3317.00
2012-07-11,53569.00,1895.00,33930.00,3348.00,6886.00,1550.00,9722.00,3297.00
2012-07-12,53420.00,1886.00,34035.00,3352.00,6868.00,1548.00,9675.00,3306.00
2012-07-13,54330.00,1886.00,34107.00,3402.00,6927.00,1575.00,9741.00,3314.00
2012-07-16,53401.00,1879.00,34008.00,3377.00,6873.00,1536.00,9595.00,3308.00
2012-07-17,53909.00,1899.00,34408.00,3376.00,6915.00,1555.00,9717.00,3356.00
2012-07-18,54583.00,1912.00,34328.00,3446.00,6979.00,1579.00,9869.00,3353.00
2012-07-19,55346.00,1932.00,34423.00,3498.00,7048.00,1591.00,9990.00,3361.00
2012-07-20,54194.00,1906.00,33942.00,3465.00,6963.00,1546.00,9788.00,3336.00
2012-07-23,53033.00,1890.00,33843.00,3368.00,6840.00,1507.00,9633.00,3329.00
2012-07-24,52638.00,1872.00,33806.00,3425.00,6823.00,1481.00,9542.00,3320.00
2012-07-25,52607.00,1874.00,34000.00,3428.00,6829.00,1463.00,9499.00,3340.00
2012-07-26,54002.00,1926.00,34630.00,3508.00,6961.00,1504.00,9813.00,3390.00
2012-07-27,56553.00,1991.00,35024.00,3652.00,7210.00,1583.00,10195.00,3461.00
2012-07-30,57240.00,2001.00,35205.00,3705.00,7274.00,1603.00,10326.00,3488.00
2012-07-31,56097.00,1975.00,34741.00,3641.00,7183.00,1604.00,10191.00,3456.00
2012-08-01,56291.00,1972.00,34932.00,3654.00,7184.00,1588.00,10131.00,3439.00
2012-08-02,55520.00,1952.00,34435.00,3599.00,7124.00,1581.00,10021.00,3402.00
2012-08-03,57255.00,1990.00,34646.00,3715.00,7288.00,1640.00,10297.00,3435.00
2012-08-06,58344.00,2011.00,34872.00,3775.00,7391.00,1694.00,10537.00,3470.00
2012-08-07,57725.00,1996.00,34835.00,3778.00,7350.00,1655.00,10398.00,3459.00
2012-08-08,58950.00,2014.00,35161.00,3827.00,7436.00,1691.00,10541.00,3490.00
2012-08-09,58797.00,1991.00,35271.00,3798.00,7399.00,1674.00,10432.00,3488.00
2012-08-10,59280.00,2001.00,35536.00,3839.00,7458.00,1693.00,10513.00,3522.00
2012-08-13,59122.00,1995.00,35555.00,3815.00,7439.00,1692.00,10484.00,3515.00
2012-08-14,58082.00,1991.00,35456.00,3773.00,7370.00,1665.00,10434.00,3509.00
2012-08-15,58189.00,1988.00,35588.00,3815.00,7378.00,1658.00,10461.00,3515.00
2012-08-16,59445.00,2014.00,35938.00,3865.00,7483.00,1703.00,10678.00,3553.00
2012-08-17,59082.00,2003.00,35600.00,3876.00,7444.00,1682.00,10633.00,3518.00
2012-08-20,59283.00,2003.00,35595.00,3868.00,7451.00,1689.00,10622.00,3519.00
2012-08-21,58917.00,1998.00,35442.00,3845.00,7428.00,1672.00,10563.00,3509.00
2012-08-22,59380.00,2028.00,35519.00,3849.00,7462.00,1693.00,10683.00,3518.00
2012-08-23,58511.00,2026.00,35169.00,3822.00,7382.00,1663.00,10627.00,3465.00
2012-08-24,58425.00,2032.00,35247.00,3809.00,7382.00,1640.00,10623.00,3474.00
2012-08-27,58111.00,2036.00,35139.00,3798.00,7365.00,1610.00,10573.00,3464.00
2012-08-28,58406.00,2049.00,35243.00,3803.00,7398.00,1612.00,10619.00,3472.00
2012-08-29,57369.00,2031.00,34888.00,3738.00,7285.00,1559.00,10473.00,3412.00
2012-08-30,57256.00,2037.00,34259.00,3718.00,7274.00,1559.00,10497.00,3328.00
2012-08-31,57061.00,2040.00,32805.00,3668.00,7246.00,1574.00,10571.00,3190.00
2012-09-03,57281.00,2046.00,33092.00,3721.00,7298.00,1567.00,10573.00,3231.00
2012-09-04,56233.00,2018.00,32921.00,3677.00,7214.00,1542.00,10429.00,3208.00
2012-09-05,56863.00,2035.00,33155.00,3707.00,7277.00,1608.00,10576.00,3258.00
2012-09-06,58321.00,2072.00,33244.00,3785.00,7411.00,1668.00,10822.00,3265.00
2012-09-10,58404.00,2055.00,32666.00,3779.00,7394.00,1691.00,10747.00,3200.00
2012-09-11,59422.00,2080.00,31539.00,3810.00,7443.00,1737.00,10918.00,3053.00
2012-09-12,59921.00,2094.00,28962.00,3868.00,7443.00,1773.00,11065.00,2734.00
2012-09-13,61958.00,2123.00,29731.00,3940.00,7595.00,1874.00,11411.00,2821.00
2012-09-14,62105.00,2121.00,29937.00,4004.00,7620.00,1892.00,11431.00,2829.00
2012-09-17,61805.00,2129.00,30376.00,3990.00,7626.00,1876.00,11377.00,2851.00
2012-09-18,61804.00,2115.00,30776.00,3952.00,7622.00,1860.00,11310.00,2892.00
2012-09-19,61651.00,2115.00,30485.00,3964.00,7623.00,1853.00,11334.00,2856.00
2012-09-20,61687.00,2124.00,30253.00,3959.00,7622.00,1859.00,11382.00,2826.00
2012-09-21,61320.00,2142.00,30414.00,3965.00,7618.00,1840.00,11425.00,2827.00
2012-09-24,61909.00,2158.00,30359.00,3965.00,7659.00,1851.00,11500.00,2845.00
2012-09-25,60501.00,2145.00,30415.00,3777.00,7495.00,1779.00,11317.00,2834.00
2012-09-26,60478.00,2146.00,30418.00,3769.00,7497.00,1785.00,11355.00,2833.00
2012-09-27,60239.00,2153.00,30305.00,3756.00,7484.00,1769.00,11342.00,2829.00
2012-09-28,59175.00,2151.00,30091.00,3652.00,7413.00,1747.00,11257.00,2821.00
2012-10-01,59570.00,2179.00,29957.00,3688.00,7460.00,1758.00,11388.00,2821.00
2012-10-02,59222.00,2197.00,29828.00,3686.00,7442.00,1746.00,11370.00,2823.00
2012-10-03,58627.00,2188.00,29422.00,3646.00,7385.00,1728.00,11263.00,2787.00
2012-10-04,58458.00,2197.00,28942.00,3659.00,7395.00,1729.00,11284.00,2760.00
2012-10-05,58571.00,2228.00,29066.00,3656.00,7442.00,1725.00,11414.00,2795.00
2012-10-08,59317.00,2266.00,29030.00,3656.00,7496.00,1761.00,11556.00,2787.00
2012-10-09,58939.00,2247.00,28977.00,3584.00,7446.00,1757.00,11451.00,2783.00
2012-10-10,58456.00,2247.00,28548.00,3538.00,7398.00,1733.00,11421.00,2758.00
2012-10-11,59161.00,2260.00,28774.00,3598.00,7473.00,1755.00,11518.00,2777.00
2012-10-15,59601.00,2273.00,29110.00,3602.00,7483.00,1771.00,11597.00,2816.00
2012-10-16,59743.00,2273.00,29331.00,3628.00,7519.00,1798.00,11655.00,2837.00
2012-10-17,60087.00,2278.00,29214.00,3637.00,7545.00,1808.00,11699.00,2820.00
2012-10-18,59733.00,2289.00,29081.00,3619.00,7516.00,1795.00,11719.00,2794.00
2012-10-19,58922.00,2261.00,29071.00,3594.00,7457.00,1749.00,11536.00,2810.00
2012-10-22,58700.00,2267.00,28926.00,3559.00,7435.00,1753.00,11534.00,2802.00
2012-10-23,57690.00,2251.00,28627.00,3467.00,7330.00,1733.00,11435.00,2771.00
2012-10-24,57160.00,2243.00,28526.00,3516.00,7319.00,1720.00,11364.00,2760.00
2012-10-25,57836.00,2229.00,28771.00,3582.00,7395.00,1740.00,11360.00,2775.00
2012-10-26,57276.00,2231.00,28735.00,3549.00,7351.00,1708.00,11275.00,2781.00
2012-10-29,57176.00,2242.00,28710.00,3554.00,7371.00,1722.00,11343.00,2778.00
2012-10-30,57683.00,2240.00,28780.00,3588.00,7423.00,1734.00,11361.00,2799.00
2012-10-31,57068.00,2249.00,28716.00,3556.00,7389.00,1723.00,11303.00,2780.00
2012-11-01,58382.00,2273.00,29455.00,3705.00,7557.00,1767.00,11476.00,2837.00
2012-11-05,58209.00,2278.00,29015.00,3676.00,7525.00,1764.00,11515.00,2787.00
2012-11-06,59458.00,2296.00,28926.00,3739.00,7610.00,1816.00,11713.00,2771.00
2012-11-07,58517.00,2282.00,28691.00,3673.00,7538.00,1786.00,11587.00,2748.00
2012-11-08,57524.00,2270.00,28248.00,3603.00,7448.00,1763.00,11464.00,2693.00
2012-11-09,57357.00,2252.00,27951.00,3587.00,7425.00,1759.00,11341.00,2677.00
2012-11-12,57064.00,2247.00,27296.00,3576.00,7387.00,1763.00,11333.00,2625.00
2012-11-13,57486.00,2258.00,27650.00,3626.00,7440.00,1766.00,11432.00,2662.00
2012-11-14,56279.00,2239.00,27307.00,3580.00,7347.00,1721.00,11249.00,2631.00
2012-11-16,55402.00,2258.00,27264.00,3594.00,7311.00,1690.00,11258.00,2623.00
2012-11-19,56450.00,2285.00,27044.00,3669.00,7413.00,1729.00,11440.00,2596.00
2012-11-21,56242.00,2298.00,26525.00,3692.00,7418.00,1751.00,11547.00,2534.00
2012-11-22,56436.00,2292.00,26429.00,3710.00,7441.00,1756.00,11555.00,2549.00
2012-11-23,57574.00,2307.00,26812.00,3760.00,7541.00,1804.00,11761.00,2637.00
2012-11-26,56737.00,2295.00,26778.00,3722.00,7483.00,1781.00,11640.00,2647.00
2012-11-27,56248.00,2298.00,26612.00,3685.00,7429.00,1760.00,11573.00,2603.00
2012-11-28,56539.00,2307.00,27026.00,3704.00,7447.00,1776.00,11640.00,2637.00
2012-11-29,57852.00,2308.00,27055.00,3765.00,7532.00,1834.00,11711.00,2646.00
2012-11-30,57474.00,2310.00,27412.00,3785.00,7535.00,1798.00,11723.00,2687.00
2012-12-03,58202.00,2325.00,27521.00,3833.00,7585.00,1812.00,11865.00,2694.00
2012-12-04,57563.00,2302.00,27524.00,3799.00,7545.00,1809.00,11799.00,2686.00
2012-12-05,57678.00,2289.00,27116.00,3820.00,7545.00,1817.00,11778.00,2638.00
2012-12-06,57656.00,2316.00,27306.00,3795.00,7562.00,1802.00,11810.00,2659.00
2012-12-07,58487.00,2316.00,27458.00,3830.00,7618.00,1839.00,11880.00,2679.00
2012-12-10,59248.00,2328.00,27522.00,3858.00,7660.00,1860.00,11982.00,2679.00
2012-12-11,59623.00,2349.00,27935.00,3895.00,7706.00,1877.00,12035.00,2700.00
2012-12-12,59474.00,2354.00,28002.00,3888.00,7705.00,1867.00,12004.00,2704.00
2012-12-13,59316.00,2365.00,27948.00,3891.00,7700.00,1842.00,11967.00,2687.00
2012-12-14,59604.00,2366.00,27920.00,3874.00,7723.00,1850.00,11917.00,2688.00
2012-12-17,59566.00,2380.00,27960.00,3863.00,7742.00,1859.00,11977.00,2690.00
2012-12-18,60460.00,2391.00,27977.00,3905.00,7825.00,1914.00,12171.00,2686.00
2012-12-19,60998.00,2387.00,27974.00,4013.00,7886.00,1907.00,12161.00,2684.00
2012-12-20,61276.00,2378.00,27907.00,4013.00,7903.00,1910.00,12143.00,2688.00
2012-12-21,61007.00,2365.00,28223.00,4046.00,7914.00,1900.00,12085.00,2740.00
2012-12-26,60959.00,2367.00,28392.00,4009.00,7904.00,1904.00,12091.00,2729.00
2012-12-27,60415.00,2371.00,28422.00,3972.00,7888.00,1899.00,12091.00,2730.00
2012-12-28,60952.00,2377.00,28792.00,4014.00,7950.00,1915.00,12147.00,2752.00
2013-01-02,62550.00,2407.00,29278.00,4093.00,8099.00,1998.00,12430.00,2800.00
2013-01-03,63312.00,2416.00,29037.00,4208.00,8161.00,2003.00,12544.00,2788.00
2013-01-04,62523.00,2423.00,28364.00,4170.00,8111.00,1951.00,12428.00,2733.00
2013-01-07,61932.00,2408.00,27657.00,4144.00,8046.00,1947.00,12390.00,2672.00
2013-01-08,61127.00,2390.00,26875.00,4161.00,7995.00,1930.00,12262.00,2596.00
2013-01-09,61578.00,2422.00,27530.00,4188.00,8063.00,1931.00,12375.00,2674.00
2013-01-10,61678.00,2414.00,27705.00,4167.00,8052.00,1933.00,12333.00,2700.00
2013-01-11,61497.00,2398.00,27750.00,4153.00,8026.00,1920.00,12293.00,2714.00
2013-01-14,62080.00,2397.00,27833.00,4201.00,8072.00,1943.00,12390.00,2725.00
2013-01-15,61727.00,2377.00,27836.00,4149.00,8006.00,1924.00,12313.00,2730.00
2013-01-16,61787.00,2402.00,27969.00,4158.00,8030.00,1917.00,12405.00,2758.00
2013-01-17,62194.00,2442.00,28292.00,4208.00,8109.00,1925.00,12554.00,2796.00
2013-01-18,61956.00,2447.00,28428.00,4204.00,8095.00,1914.00,12568.00,2812.00
2013-01-21,61899.00,2450.00,28739.00,4198.00,8114.00,1910.00,12560.00,2852.00
2013-01-22,61692.00,2451.00,28740.00,4200.00,8106.00,1901.00,12517.00,2843.00
2013-01-23,61966.00,2470.00,28756.00,4165.00,8128.00,1914.00,12638.00,2831.00
2013-01-24,61169.00,2458.00,28420.00,4146.00,8067.00,1873.00,12595.00,2816.00
2013-01-28,60027.00,2437.00,27903.00,4067.00,7965.00,1821.00,12388.00,2779.00
2013-01-29,60406.00,2461.00,27728.00,4082.00,8011.00,1845.00,12532.00,2767.00
2013-01-30,59336.00,2454.00,27440.00,4034.00,7935.00,1818.00,12453.00,2729.00
2013-01-31,59761.00,2482.00,27800.00,4074.00,8018.00,1842.00,12554.00,2749.00
2013-02-01,60351.00,2467.00,28049.00,4091.00,8069.00,1861.00,12524.00,2775.00
2013-02-04,59575.00,2470.00,27896.00,4027.00,8010.00,1830.00,12484.00,2783.00
2013-02-05,59444.00,2476.00,27901.00,4072.00,8026.00,1835.00,12519.00,2782.00
2013-02-06,58951.00,2464.00,27713.00,4006.00,7988.00,1842.00,12472.00,2765.00
2013-02-07,58372.00,2459.00,27566.00,3962.00,7922.00,1810.00,12364.00,2746.00
2013-02-08,58497.00,2452.00,27291.00,3995.00,7926.00,1809.00,12321.00,2720.00
2013-02-13,58405.00,2457.00,27341.00,3987.00,7931.00,1810.00,12348.00,2731.00
2013-02-14,58077.00,2456.00,27510.00,3964.00,7903.00,1796.00,12319.00,2744.00
2013-02-15,57903.00,2441.00,27453.00,4106.00,7934.00,1783.00,12245.00,2760.00
2013-02-18,57613.00,2430.00,27357.00,4121.00,7913.00,1761.00,12170.00,2763.00
2013-02-19,57314.00,2436.00,27259.00,4080.00,7880.00,1743.00,12180.00,2753.00
2013-02-20,56177.00,2422.00,26937.00,4012.00,7782.00,1686.00,12002.00,2725.00
2013-02-21,56154.00,2399.00,26780.00,4002.00,7788.00,1690.00,11914.00,2715.00
2013-02-22,56697.00,2430.00,26928.00,4091.00,7862.00,1700.00,12094.00,2714.00
2013-02-25,56617.00,2414.00,27221.00,4096.00,7867.00,1719.00,12041.00,2754.00
2013-02-26,56948.00,2433.00,27538.00,4054.00,7883.00,1753.00,12154.00,2789.00
2013-02-27,57273.00,2419.00,27485.00,4082.00,7923.00,1750.00,12100.00,2789.00
2013-02-28,57424.00,2435.00,27487.00,4116.00,7982.00,1758.00,12184.00,2801.00
2013-03-01,56883.00,2431.00,27180.00,4133.00,7944.00,1719.00,12115.00,2775.00
2013-03-04,56499.00,2436.00,27163.00,4134.00,7915.00,1705.00,12116.00,2768.00
2013-03-05,55950.00,2426.00,27031.00,4152.00,7893.00,1684.00,12030.00,2757.00
2013-03-06,57940.00,2456.00,27675.00,4229.00,8027.00,1752.00,12288.00,2823.00
2013-03-07,58846.00,2443.00,28510.00,4237.00,8040.00,1762.00,12280.00,2901.00
2013-03-08,58432.00,2451.00,28341.00,4328.00,8068.00,1749.00,12278.00,2885.00
2013-03-11,58544.00,2445.00,28393.00,4315.00,8056.00,1758.00,12267.00,2890.00
2013-03-12,58208.00,2433.00,28459.00,4258.00,8018.00,1753.00,12234.00,2888.00
2013-03-13,57385.00,2423.00,28352.00,4233.00,7955.00,1720.00,12127.00,2874.00
2013-03-14,57281.00,2418.00,28115.00,4225.00,7938.00,1723.00,12083.00,2869.00
2013-03-15,56869.00,2398.00,28089.00,4237.00,7905.00,1694.00,11942.00,2865.00
2013-03-18,56972.00,2388.00,28092.00,4222.00,7896.00,1706.00,11949.00,2867.00
2013-03-19,56361.00,2380.00,27876.00,4206.00,7843.00,1669.00,11856.00,2839.00
2013-03-20,56030.00,2372.00,26911.00,4225.00,7826.00,1670.00,11847.00,2717.00
2013-03-21,55576.00,2354.00,26705.00,4185.00,7779.00,1656.00,11785.00,2707.00
2013-03-22,55243.00,2341.00,26610.00,4156.00,7733.00,1664.00,11788.00,2711.00
2013-03-25,54873.00,2326.00,26505.00,4129.00,7718.00,1643.00,11649.00,2716.00
2013-03-26,55671.00,2352.00,26989.00,4174.00,7807.00,1684.00,11880.00,2751.00
2013-03-27,56034.00,2355.00,27208.00,4208.00,7866.00,1702.00,11904.00,2770.00
2013-03-28,56352.00,2364.00,27750.00,4288.00,7939.00,1710.00,11986.00,2830.00
2013-04-01,55902.00,2361.00,27739.00,4256.00,7889.00,1706.00,11981.00,2828.00
2013-04-02,54889.00,2351.00,27455.00,4209.00,7808.00,1664.00,11831.00,2806.00
2013-04-03,55562.00,2346.00,27646.00,4224.00,7869.00,1703.00,11829.00,2818.00
2013-04-04,54648.00,2332.00,27407.00,4153.00,7759.00,1673.00,11767.00,2799.00
2013-04-05,55050.00,2343.00,27899.00,4160.00,7784.00,1696.00,11888.00,2834.00
2013-04-08,55092.00,2362.00,27961.00,4153.00,7815.00,1693.00,11960.00,2827.00
2013-04-09,55912.00,2360.00,28137.00,4227.00,7901.00,1719.00,11984.00,2858.00
2013-04-10,56186.00,2371.00,28299.00,4307.00,7950.00,1707.00,12032.00,2882.00
2013-04-11,55400.00,2358.00,27998.00,4303.00,7899.00,1679.00,11953.00,2836.00
2013-04-12,54962.00,2333.00,27820.00,4252.00,7831.00,1667.00,11792.00,2820.00
2013-04-15,52949.00,2273.00,27295.00,4179.00,7627.00,1590.00,11393.00,2777.00
2013-04-16,53990.00,2312.00,27715.00,4245.00,7758.00,1631.00,11582.00,2828.00
2013-04-17,52881.00,2296.00,27478.00,4136.00,7646.00,1612.00,11429.00,2801.00
2013-04-18,53165.00,2323.00,27606.00,4070.00,7662.00,1635.00,11614.00,2824.00
2013-04-19,53928.00,2344.00,27832.00,4125.00,7740.00,1644.00,11720.00,2854.00
2013-04-22,54297.00,2353.00,27703.00,4126.00,7758.00,1657.00,11683.00,2824.00
2013-04-23,54884.00,2389.00,28074.00,4156.00,7844.00,1690.00,11912.00,2849.00
2013-04-24,54984.00,2375.00,27932.00,4138.00,7839.00,1695.00,11821.00,2845.00
2013-04-25,54963.00,2365.00,27825.00,4137.00,7837.00,1695.00,11744.00,2838.00
2013-04-26,54252.00,2342.00,27472.00,4055.00,7713.00,1644.00,11571.00,2801.00
2013-04-29,54887.00,2351.00,27570.00,4054.00,7732.00,1658.00,11616.00,2788.00
2013-04-30,55910.00,2423.00,28241.00,4164.00,7888.00,1693.00,12023.00,2852.00
2013-05-02,55321.00,2398.00,28042.00,4154.00,7851.00,1663.00,11880.00,2854.00
2013-05-03,55488.00,2404.00,28147.00,4181.00,7879.00,1672.00,11962.00,2849.00
2013-05-06,55429.00,2410.00,27989.00,4154.00,7857.00,1670.00,11946.00,2827.00
2013-05-07,56274.00,2426.00,28121.00,4252.00,7969.00,1682.00,12021.00,2843.00
2013-05-08,55804.00,2424.00,28049.00,4273.00,7969.00,1657.00,11942.00,2847.00
2013-05-09,55447.00,2441.00,28083.00,4263.00,7965.00,1639.00,11974.00,2843.00
2013-05-10,55107.00,2438.00,28073.00,4254.00,7944.00,1619.00,11961.00,2850.00
2013-05-13,54447.00,2434.00,27917.00,4195.00,7872.00,1593.00,11905.00,2821.00
2013-05-14,54666.00,2460.00,27958.00,4227.00,7901.00,1575.00,11976.00,2822.00
2013-05-15,54936.00,2486.00,28241.00,4245.00,7928.00,1556.00,12027.00,2832.00
2013-05-16,54772.00,2480.00,28493.00,4239.00,7923.00,1553.00,12043.00,2855.00
2013-05-17,55164.00,2494.00,28502.00,4276.00,7978.00,1571.00,12130.00,2867.00
2013-05-20,55700.00,2505.00,28672.00,4333.00,8050.00,1593.00,12151.00,2901.00
2013-05-21,56265.00,2511.00,29201.00,4361.00,8102.00,1606.00,12198.00,2960.00
2013-05-22,56429.00,2510.00,29624.00,4410.00,8136.00,1603.00,12172.00,3021.00
2013-05-23,56349.00,2501.00,29664.00,4365.00,8084.00,1591.00,12142.00,3020.00
2013-05-24,56406.00,2507.00,29712.00,4360.00,8083.00,1588.00,12162.00,3018.00
2013-05-27,56395.00,2501.00,29571.00,4360.00,8088.00,1597.00,12185.00,3004.00
2013-05-28,56036.00,2513.00,29611.00,4386.00,8088.00,1589.00,12194.00,3001.00
2013-05-29,54634.00,2472.00,29054.00,4284.00,7957.00,1567.00,12041.00,2950.00
2013-05-31,53506.00,2434.00,28523.00,4305.00,7888.00,1539.00,11875.00,2897.00
2013-06-03,53944.00,2410.00,28697.00,4268.00,7872.00,1562.00,11824.00,2913.00
2013-06-04,54017.00,2395.00,28631.00,4260.00,7874.00,1566.00,11779.00,2900.00
2013-06-05,52798.00,2376.00,28243.00,4150.00,7740.00,1523.00,11644.00,2852.00
2013-06-06,52884.00,2385.00,28129.00,4161.00,7740.00,1522.00,11647.00,2843.00
2013-06-07,51618.00,2362.00,27623.00,4102.00,7643.00,1507.00,11540.00,2805.00
2013-06-10,51316.00,2339.00,27486.00,4099.00,7596.00,1490.00,11423.00,2787.00
2013-06-11,49769.00,2299.00,26813.00,3974.00,7417.00,1446.00,11132.00,2728.00
2013-06-12,49180.00,2290.00,26418.00,3951.00,7358.00,1420.00,11094.00,2696.00
2013-06-13,50414.00,2279.00,26968.00,3975.00,7440.00,1473.00,11202.00,2750.00
2013-06-14,49332.00,2262.00,26520.00,3920.00,7348.00,1451.00,11127.00,2694.00
2013-06-17,49088.00,2270.00,26640.00,3939.00,7378.00,1461.00,11206.00,2721.00
2013-06-18,49464.00,2269.00,26735.00,3933.00,7404.00,1489.00,11260.00,2729.00
2013-06-19,47893.00,2227.00,26097.00,3831.00,7235.00,1460.00,11044.00,2667.00
2013-06-20,48214.00,2223.00,25817.00,3799.00,7200.00,1480.00,11093.00,2606.00
2013-06-21,47056.00,2216.00,24760.00,3758.00,7095.00,1461.00,11027.00,2477.00
2013-06-24,45965.00,2197.00,24546.00,3688.00,6956.00,1406.00,10859.00,2430.00
2013-06-25,46893.00,2217.00,24949.00,3709.00,7043.00,1436.00,11000.00,2491.00
2013-06-26,47171.00,2255.00,24924.00,3735.00,7108.00,1419.00,11112.00,2497.00
2013-06-27,47609.00,2284.00,25268.00,3796.00,7214.00,1448.00,11263.00,2555.00
2013-06-28,47457.00,2304.00,25407.00,3850.00,7256.00,1443.00,11346.00,2590.00
2013-07-01,47229.00,2314.00,25393.00,3869.00,7277.00,1477.00,11488.00,2591.00
2013-07-02,45228.00,2249.00,24735.00,3701.00,7035.00,1425.00,11175.00,2532.00
2013-07-03,45044.00,2233.00,24507.00,3662.00,6986.00,1441.00,11151.00,2494.00
2013-07-04,45763.00,2245.00,24933.00,3687.00,7054.00,1462.00,11199.00,2532.00
2013-07-05,45210.00,2247.00,24929.00,3635.00,7006.00,1427.00,11174.00,2538.00
2013-07-08,45075.00,2252.00,25018.00,3633.00,7000.00,1409.00,11135.00,2549.00
2013-07-10,45483.00,2272.00,25305.00,3655.00,7047.00,1416.00,11198.00,2592.00
2013-07-11,46626.00,2289.00,25760.00,3761.00,7197.00,1460.00,11334.00,2644.00
2013-07-12,45533.00,2270.00,25341.00,3724.00,7112.00,1429.00,11213.00,2597.00
2013-07-15,46738.00,2297.00,25529.00,3797.00,7224.00,1474.00,11400.00,2621.00
2013-07-16,46869.00,2305.00,25413.00,3803.00,7243.00,1478.00,11416.00,2605.00
2013-07-17,47407.00,2295.00,25474.00,3839.00,7293.00,1502.00,11430.00,2632.00
2013-07-18,47656.00,2289.00,25668.00,3839.00,7318.00,1504.00,11433.00,2662.00
2013-07-19,47400.00,2277.00,25544.00,3802.00,7272.00,1488.00,11392.00,2654.00
2013-07-22,48574.00,2312.00,25862.00,3883.00,7386.00,1517.00,11578.00,2683.00
2013-07-23,48819.00,2310.00,26101.00,3922.00,7409.00,1540.00,11595.00,2699.00
2013-07-24,48374.00,2289.00,25894.00,3890.00,7363.00,1536.00,11474.00,2670.00
2013-07-25,49066.00,2307.00,26312.00,3894.00,7415.00,1554.00,11582.00,2712.00
2013-07-26,49422.00,2317.00,26325.00,3889.00,7418.00,1573.00,11594.00,2707.00
2013-07-29,49212.00,2319.00,26314.00,3868.00,7402.00,1583.00,11641.00,2708.00
2013-07-30,48561.00,2316.00,26083.00,3871.00,7372.00,1546.00,11532.00,2687.00
2013-07-31,48234.00,2334.00,25929.00,3862.00,7346.00,1552.00,11619.00,2663.00
2013-08-01,49140.00,2365.00,26012.00,3947.00,7447.00,1578.00,11833.00,2668.00
2013-08-02,48474.00,2345.00,25667.00,3912.00,7392.00,1561.00,11716.00,2614.00
2013-08-05,48436.00,2340.00,25822.00,3855.00,7374.00,1563.00,11695.00,2629.00
2013-08-06,47421.00,2311.00,25357.00,3761.00,7248.00,1538.00,11505.00,2587.00
2013-08-07,47446.00,2297.00,25566.00,3755.00,7236.00,1563.00,11501.00,2609.00
2013-08-08,48928.00,2336.00,25954.00,3864.00,7390.00,1600.00,11715.00,2635.00
2013-08-09,49874.00,2358.00,26013.00,3882.00,7479.00,1629.00,11802.00,2634.00
2013-08-12,50299.00,2361.00,26112.00,3944.00,7520.00,1644.00,11868.00,2637.00
2013-08-13,50600.00,2378.00,26217.00,3978.00,7558.00,1651.00,11937.00,2649.00
2013-08-14,50895.00,2382.00,26150.00,3939.00,7536.00,1662.00,11991.00,2621.00
2013-08-15,50908.00,2379.00,25792.00,3901.00,7478.00,1660.00,12008.00,2575.00
2013-08-16,51538.00,2388.00,25821.00,3886.00,7504.00,1733.00,12283.00,2586.00
2013-08-19,51574.00,2360.00,25604.00,3835.00,7459.00,1800.00,12428.00,2552.00
2013-08-20,50507.00,2321.00,25401.00,3805.00,7374.00,1756.00,12154.00,2527.00
2013-08-21,50405.00,2297.00,25367.00,3789.00,7343.00,1755.00,12074.00,2516.00
2013-08-22,51397.00,2303.00,25606.00,3809.00,7392.00,1790.00,12149.00,2532.00
2013-08-23,52197.00,2327.00,25707.00,3920.00,7497.00,1771.00,12177.00,2537.00
2013-08-26,51429.00,2299.00,25424.00,3863.00,7423.00,1765.00,12063.00,2505.00
2013-08-27,50091.00,2273.00,25245.00,3774.00,7294.00,1739.00,11877.00,2488.00
2013-08-28,49866.00,2271.00,25220.00,3780.00,7289.00,1739.00,11874.00,2481.00
2013-08-29,49921.00,2309.00,25267.00,3824.00,7344.00,1743.00,12026.00,2488.00
