Data,IBOV,ICON,IEEX,IFNC,IGCX,IMAT,INDX,UTIL
2009-07-29,53734.00,1044.00,20784.00,2753.93,5238.00,1787.51,7778.00,1811.58
2009-07-30,54478.00,1050.00,21039.00,2801.40,5321.00,1829.85,7917.00,1827.05
2009-07-31,54765.00,1051.00,20975.00,2794.58,5358.00,1859.29,8002.00,1819.98
2009-08-03,55997.00,1073.00,21222.00,2827.38,5449.00,1906.27,8198.00,1837.43
2009-08-04,56038.00,1079.00,21305.00,2827.75,5459.00,1904.40,8191.00,1849.76
2009-08-05,56384.00,1081.00,21340.00,2878.22,5511.00,1919.95,8233.00,1861.73
2009-08-06,55754.00,1066.00,21456.00,2840.02,5454.00,1905.65,8178.00,1892.29
2009-08-07,56329.00,1072.00,21556.00,2890.61,5507.00,1926.71,8226.00,1881.82
2009-08-10,56830.00,1096.00,21429.00,2917.43,5566.00,1943.36,8360.00,1873.87
2009-08-11,55761.00,1090.00,21181.00,2861.14,5481.00,1902.75,8263.00,1849.46
2009-08-12,56588.00,1094.00,21333.00,2866.55,5516.00,1953.09,8406.00,1850.23
2009-08-13,57047.00,1087.00,21099.00,2838.13,5513.00,1982.01,8452.00,1841.07
2009-08-14,56638.00,1083.00,21114.00,2816.58,5462.00,1956.90,8369.00,1835.12
2009-08-17,55218.00,1069.00,20731.00,2747.31,5325.00,1886.59,8179.00,1802.11
2009-08-18,55748.00,1075.00,20977.00,2801.19,5388.00,1894.87,8193.00,1813.85
2009-08-19,56156.00,1085.00,20926.00,2841.64,5434.00,1890.31,8215.00,1810.21
2009-08-20,56831.00,1095.00,20925.00,2874.19,5491.00,1927.80,8365.00,1818.05
2009-08-21,57728.00,1112.00,21066.00,2875.83,5569.00,1957.40,8505.00,1826.89
2009-08-24,57775.00,1106.00,21050.00,2864.87,5566.00,1972.87,8521.00,1833.32
2009-08-25,57421.00,1100.00,20984.00,2881.12,5550.00,1946.12,8437.00,1824.42
2009-08-26,57765.00,1109.00,21128.00,2922.53,5588.00,1938.26,8477.00,1841.54
2009-08-27,57703.00,1110.00,21202.00,2920.48,5590.00,1949.63,8524.00,1859.89
2009-08-28,57700.00,1119.00,21336.00,2922.93,5600.00,1947.08,8533.00,1866.07
2009-08-31,56488.00,1110.00,21351.00,2883.93,5528.00,1898.59,8380.00,1869.32
2009-09-01,55814.00,1094.00,21249.00,2825.40,5439.00,1873.91,8238.00,1851.59
2009-09-02,55385.00,1089.00,21178.00,2795.52,5382.00,1848.49,8154.00,1836.63
2009-09-03,55707.00,1097.00,21276.00,2806.51,5412.00,1866.17,8216.00,1835.28
2009-09-04,56652.00,1104.00,21345.00,2880.04,5510.00,1897.88,8316.00,1840.03
2009-09-08,57854.00,1124.00,21715.00,2929.02,5631.00,1950.75,8509.00,1870.64
2009-09-09,57909.00,1126.00,21872.00,2943.67,5643.00,1938.32,8485.00,1891.50
2009-09-10,58535.00,1137.00,22078.00,2962.48,5693.00,1963.58,8569.00,1904.48
2009-09-11,58366.00,1129.00,21999.00,2978.53,5690.00,1958.21,8554.00,1894.44
2009-09-14,58867.00,1142.00,22138.00,2997.32,5737.00,1972.22,8633.00,1896.63
2009-09-15,59263.00,1153.00,22151.00,3026.89,5783.00,1988.05,8717.00,1898.41
2009-09-16,60410.00,1169.00,22266.00,3075.19,5880.00,2039.70,8904.00,1920.91
2009-09-17,60236.00,1164.00,22340.00,3091.80,5878.00,2031.67,8868.00,1928.67
2009-09-18,60703.00,1178.00,22305.00,3123.19,5936.00,2049.97,8956.00,1929.90
2009-09-21,60928.00,1186.00,22323.00,3112.55,5957.00,2067.36,9013.00,1919.55
2009-09-22,61493.00,1187.00,22358.00,3114.34,6006.00,2092.02,9078.00,1915.80
2009-09-23,60496.00,1172.00,22088.00,3068.75,5926.00,2052.81,8948.00,1890.48
2009-09-24,60046.00,1171.00,22095.00,3070.66,5900.00,2033.14,8888.00,1879.55
2009-09-25,60355.00,1175.00,22274.00,3090.82,5929.00,2036.25,8888.00,1886.29
2009-09-28,61316.00,1184.00,22294.00,3165.92,6014.00,2063.55,8994.00,1887.72
2009-09-29,61235.00,1181.00,22244.00,3211.51,6024.00,2045.22,8931.00,1883.84
2009-09-30,61517.00,1189.00,22330.00,3240.27,6060.00,2052.27,8975.00,1892.59
2009-10-01,60459.00,1185.00,22234.00,3215.67,5988.00,2003.65,8854.00,1880.20
2009-10-02,61171.00,1194.00,22481.00,3227.76,6073.00,2037.58,8946.00,1897.12
2009-10-05,62369.00,1224.00,22935.00,3309.96,6198.00,2091.18,9144.00,1926.62
2009-10-06,62670.00,1244.00,23038.00,3290.09,6213.00,2115.00,9271.00,1928.69
2009-10-07,62638.00,1237.00,23064.00,3215.70,6202.00,2131.55,9259.00,1930.78
2009-10-08,63759.00,1253.00,23125.00,3274.60,6301.00,2171.24,9409.00,1938.64
2009-10-09,64071.00,1257.00,23127.00,3307.22,6339.00,2181.01,9457.00,1949.43
2009-10-13,64645.00,1268.00,23192.00,3324.53,6379.00,2213.37,9605.00,1962.09
2009-10-14,66201.00,1282.00,23313.00,3392.92,6505.00,2311.50,9863.00,1978.00
2009-10-15,66703.00,1286.00,23469.00,3397.94,6542.00,2355.28,9969.00,1989.22
2009-10-16,66200.00,1280.00,23497.00,3365.92,6512.00,2319.06,9871.00,1989.77
2009-10-19,67239.00,1285.00,23705.00,3377.72,6581.00,2386.58,10047.00,2004.43
2009-10-20,65303.00,1253.00,23161.00,3247.92,6367.00,2319.24,9764.00,1949.31
2009-10-21,65485.00,1260.00,23104.00,3240.94,6377.00,2344.35,9815.00,1937.40
2009-10-22,66134.00,1260.00,23145.00,3302.94,6437.00,2366.14,9873.00,1935.42
2009-10-23,65058.00,1243.00,22943.00,3241.97,6353.00,2313.90,9715.00,1909.67
2009-10-26,65085.00,1240.00,22870.00,3219.12,6340.00,2303.49,9663.00,1906.42
2009-10-27,63161.00,1226.00,22535.00,3120.57,6167.00,2213.19,9388.00,1883.90
2009-10-28,60162.00,1182.00,22040.00,2971.07,5896.00,2081.91,8940.00,1842.05
2009-10-29,63720.00,1237.00,22477.00,3146.96,6211.00,2215.61,9395.00,1886.02
2009-10-30,61545.00,1207.00,22086.00,3027.38,6033.00,2138.97,9100.00,1840.59
2009-11-03,62643.00,1211.00,22213.00,3115.43,6150.00,2172.01,9140.00,1852.48
2009-11-04,63912.00,1239.00,22445.00,3195.00,6279.00,2223.65,9352.00,1878.88
2009-11-05,64815.00,1255.00,22611.00,3227.93,6334.00,2247.85,9463.00,1897.45
2009-11-06,64466.00,1258.00,22571.00,3206.78,6309.00,2227.14,9415.00,1898.23
2009-11-09,66214.00,1284.00,23120.00,3285.63,6457.00,2284.73,9628.00,1940.68
2009-11-10,66303.00,1290.00,22950.00,3291.03,6438.00,2281.90,9669.00,1940.31
2009-11-11,66431.00,1289.00,23051.00,3306.53,6444.00,2288.24,9699.00,1952.61
2009-11-12,64447.00,1248.00,22673.00,3221.00,6269.00,2208.35,9355.00,1910.22
2009-11-13,65325.00,1241.00,23110.00,3287.00,6360.00,2228.88,9369.00,1943.48
2009-11-16,66627.00,1267.00,23338.00,3327.31,6474.00,2290.41,9575.00,1967.44
2009-11-17,67405.00,1274.00,23367.00,3342.03,6508.00,2307.72,9630.00,1967.60
2009-11-18,66515.00,1265.00,23082.00,3282.27,6424.00,2274.21,9535.00,1954.82
2009-11-19,66327.00,1255.00,22917.00,3229.61,6378.00,2281.68,9475.00,1940.59
2009-11-23,66809.00,1264.00,22851.00,3260.34,6437.00,2283.93,9513.00,1938.73
2009-11-24,67317.00,1268.00,22892.00,3278.44,6473.00,2300.52,9534.00,1953.30
2009-11-25,67917.00,1273.00,23092.00,3315.34,6535.00,2327.84,9597.00,1960.04
2009-11-26,66391.00,1254.00,22814.00,3226.00,6397.00,2279.87,9457.00,1942.74
2009-11-27,67082.00,1268.00,23044.00,3264.07,6466.00,2293.65,9519.00,1977.97
2009-11-30,67044.00,1272.00,22852.00,3284.50,6499.00,2282.60,9532.00,1950.88
2009-12-01,68408.00,1289.00,23321.00,3358.76,6635.00,2327.61,9677.00,2003.10
2009-12-02,68614.00,1292.00,23823.00,3383.99,6686.00,2346.44,9756.00,2076.02
2009-12-03,68314.00,1291.00,23926.00,3355.99,6648.00,2338.54,9740.00,2087.75
2009-12-04,67603.00,1288.00,23800.00,3350.46,6601.00,2318.50,9695.00,2080.08
2009-12-07,68512.00,1312.00,24178.00,3410.88,6685.00,2360.17,9896.00,2108.37
2009-12-08,67728.00,1305.00,24260.00,3383.41,6631.00,2322.82,9783.00,2119.47
2009-12-09,68011.00,1302.00,24456.00,3373.96,6623.00,2338.83,9804.00,2169.56
2009-12-10,68728.00,1296.00,24815.00,3406.84,6707.00,2384.01,9871.00,2218.91
2009-12-11,69267.00,1313.00,24917.00,3426.62,6769.00,2400.16,9984.00,2214.84
2009-12-14,69349.00,1314.00,24690.00,3416.39,6751.00,2404.28,9971.00,2180.84
2009-12-15,69310.00,1318.00,24574.00,3426.81,6737.00,2399.94,9977.00,2157.87
2009-12-16,68622.00,1305.00,24044.00,3392.48,6682.00,2370.26,9855.00,2117.74
2009-12-17,67067.00,1292.00,23933.00,3319.43,6554.00,2318.38,9728.00,2102.79
2009-12-18,66794.00,1292.00,23817.00,3315.43,6566.00,2290.38,9653.00,2094.96
2009-12-21,65925.00,1280.00,23833.00,3297.34,6529.00,2255.37,9529.00,2093.79
2009-12-22,67417.00,1311.00,23902.00,3319.52,6624.00,2337.48,9829.00,2095.47
2009-12-23,67588.00,1306.00,23879.00,3309.84,6635.00,2349.35,9839.00,2084.86
2009-12-28,67901.00,1320.00,23867.00,3316.31,6681.00,2352.46,9889.00,2108.65
2009-12-29,68296.00,1332.00,23950.00,3354.65,6719.00,2361.54,9957.00,2125.12
2009-12-30,68588.00,1341.00,24327.00,3387.86,6779.00,2370.68,10020.00,2149.49
2010-01-04,70045.00,1366.00,24590.00,3506.00,6930.00,2418.06,10195.00,2174.81
2010-01-05,70239.00,1364.00,24601.00,3496.00,6956.00,2450.19,10268.00,2176.30
2010-01-06,70729.00,1376.00,24574.00,3502.00,7001.00,2473.09,10354.00,2166.36
2010-01-07,70451.00,1373.00,24636.00,3505.00,6998.00,2459.74,10295.00,2169.95
2010-01-08,70262.00,1377.00,24649.00,3472.00,6988.00,2466.88,10327.00,2169.74
2010-01-11,70433.00,1370.00,24743.00,3470.00,7009.00,2492.23,10367.00,2173.27
2010-01-12,70075.00,1373.00,24857.00,3445.00,6998.00,2461.81,10310.00,2173.49
2010-01-13,70385.00,1382.00,24867.00,3458.00,7025.00,2477.99,10350.00,2179.21
2010-01-14,69801.00,1396.00,24581.00,3422.00,6972.00,2473.24,10396.00,2147.80
2010-01-15,68978.00,1378.00,24329.00,3371.00,6897.00,2440.02,10271.00,2112.73
2010-01-18,69400.00,1378.00,24170.00,3391.00,6936.00,2448.39,10273.00,2091.33
2010-01-19,69908.00,1394.00,24342.00,3406.00,6998.00,2472.82,10402.00,2121.29
2010-01-20,68200.00,1373.00,24017.00,3317.00,6850.00,2406.35,10185.00,2090.14
2010-01-21,66270.00,1348.00,23774.00,3250.00,6676.00,2314.97,9889.00,2087.23
2010-01-22,66220.00,1348.00,24020.00,3282.00,6673.00,2283.49,9864.00,2130.14
2010-01-26,65523.00,1319.00,24300.00,3267.00,6617.00,2266.46,9739.00,2146.74
2010-01-27,65069.00,1321.00,24248.00,3208.00,6549.00,2240.05,9700.00,2133.91
2010-01-28,65587.00,1315.00,24087.00,3269.00,6589.00,2259.95,9742.00,2122.85
2010-01-29,65401.00,1315.00,24304.00,3250.00,6577.00,2268.87,9744.00,2151.92
2010-02-01,66571.00,1330.00,24407.00,3313.00,6694.00,2315.33,9861.00,2156.94
2010-02-02,67163.00,1353.00,24325.00,3357.00,6758.00,2342.09,10010.00,2141.74
2010-02-03,67108.00,1368.00,24335.00,3346.00,6775.00,2332.76,10050.00,2124.70
2010-02-04,63934.00,1318.00,23887.00,3211.00,6490.00,2226.90,9655.00,2061.21
2010-02-05,62762.00,1283.00,23753.00,3103.00,6362.00,2191.89,9415.00,2055.60
2010-02-08,63153.00,1287.00,24048.00,3102.00,6385.00,2200.44,9458.00,2074.69
2010-02-09,64718.00,1306.00,24259.00,3221.00,6547.00,2243.66,9624.00,2096.91
2010-02-10,65051.00,1312.00,24374.00,3241.00,6580.00,2249.06,9662.00,2103.61
2010-02-11,66128.00,1323.00,24558.00,3281.00,6669.00,2309.56,9862.00,2125.35
2010-02-12,65854.00,1305.00,24465.00,3262.00,6624.00,2295.32,9755.00,2108.85
2010-02-17,67284.00,1348.00,24659.00,3315.00,6760.00,2356.01,10043.00,2133.69
2010-02-18,67836.00,1356.00,24746.00,3336.00,6808.00,2380.21,10104.00,2136.54
2010-02-19,67597.00,1354.00,24474.00,3324.00,6782.00,2373.09,10073.00,2107.55
2010-02-22,67184.00,1343.00,24470.00,3301.00,6726.00,2355.29,10028.00,2092.43
2010-02-23,66108.00,1323.00,24297.00,3243.00,6618.00,2317.81,9863.00,2070.84
2010-02-24,65794.00,1325.00,24230.00,3209.00,6588.00,2296.88,9793.00,2061.69
2010-02-25,66121.00,1323.00,24337.00,3190.00,6584.00,2343.26,9899.00,2083.08
2010-02-26,66503.00,1312.00,24437.00,3254.00,6625.00,2357.02,9904.00,2076.44
2010-03-01,67227.00,1330.00,24657.00,3278.00,6691.00,2392.83,10024.00,2102.87
2010-03-02,67779.00,1342.00,24770.00,3299.00,6735.00,2407.23,10065.00,2113.89
2010-03-03,67641.00,1346.00,24662.00,3304.00,6724.00,2403.58,10076.00,2107.01
2010-03-04,67814.00,1339.00,24545.00,3303.00,6733.00,2422.45,10072.00,2103.87
2010-03-05,68846.00,1332.00,24682.00,3331.00,6811.00,2476.91,10132.00,2124.23
2010-03-08,68575.00,1329.00,24597.00,3305.00,6781.00,2486.18,10156.00,2109.88
2010-03-09,69576.00,1328.00,24832.00,3344.00,6841.00,2537.38,10275.00,2138.93
2010-03-10,69979.00,1332.00,24966.00,3363.00,6863.00,2545.43,10343.00,2146.23
2010-03-11,69884.00,1330.00,24937.00,3363.00,6858.00,2543.26,10342.00,2138.63
2010-03-12,69341.00,1316.00,24597.00,3320.00,6787.00,2529.50,10260.00,2115.57
2010-03-15,69023.00,1305.00,24612.00,3322.00,6761.00,2519.67,10192.00,2122.38
2010-03-16,69942.00,1315.00,24787.00,3348.00,6838.00,2568.42,10325.00,2138.31
2010-03-17,69723.00,1315.00,24871.00,3317.00,6813.00,2566.03,10327.00,2154.26
2010-03-18,69697.00,1318.00,24819.00,3344.00,6824.00,2561.52,10338.00,2146.75
2010-03-19,68828.00,1307.00,24752.00,3334.00,6782.00,2527.93,10231.00,2135.03
2010-03-22,69041.00,1305.00,24723.00,3371.00,6813.00,2516.51,10182.00,2132.05
2010-03-23,69386.00,1305.00,24718.00,3351.00,6841.00,2567.61,10248.00,2131.56
2010-03-24,68913.00,1289.00,24462.00,3312.00,6777.00,2552.50,10163.00,2107.97
2010-03-25,68441.00,1289.00,24410.00,3333.00,6769.00,2527.02,10100.00,2096.86
2010-03-26,68682.00,1290.00,24479.00,3359.00,6800.00,2567.36,10201.00,2110.37
2010-03-29,69939.00,1303.00,24476.00,3405.00,6890.00,2646.62,10398.00,2127.04
2010-03-30,69959.00,1309.00,24424.00,3434.00,6907.00,2648.56,10406.00,2126.16
2010-03-31,70371.00,1315.00,24220.00,3477.00,6938.00,2658.36,10433.00,2108.62
2010-04-01,71136.00,1312.00,24291.00,3509.00,7004.00,2713.77,10580.00,2127.16
2010-04-05,71289.00,1315.00,24353.00,3513.00,7004.00,2725.20,10637.00,2133.77
2010-04-06,71095.00,1322.00,24336.00,3479.00,6983.00,2713.93,10617.00,2129.84
2010-04-07,70792.00,1335.00,24226.00,3443.00,6965.00,2693.94,10573.00,2124.39
2010-04-08,71784.00,1336.00,24286.00,3542.00,7084.00,2740.97,10695.00,2127.28
2010-04-09,71417.00,1331.00,24128.00,3536.00,7056.00,2735.23,10675.00,2114.28
2010-04-12,70614.00,1329.00,24014.00,3496.00,6995.00,2697.29,10580.00,2096.56
2010-04-13,70792.00,1330.00,24108.00,3487.00,7016.00,2716.57,10636.00,2111.68
2010-04-14,71034.00,1338.00,24284.00,3493.00,7047.00,2729.00,10681.00,2126.67
2010-04-15,70524.00,1342.00,24138.00,3474.00,7030.00,2705.55,10633.00,2111.20
2010-04-16,69421.00,1323.00,24040.00,3400.00,6932.00,2664.71,10476.00,2109.77
2010-04-19,69097.00,1323.00,24020.00,3381.00,6897.00,2617.85,10369.00,2108.35
2010-04-20,69318.00,1326.00,23945.00,3407.00,6907.00,2602.18,10379.00,2107.98
2010-04-22,69386.00,1327.00,24048.00,3406.00,6922.00,2617.84,10418.00,2122.68
2010-04-23,69509.00,1337.00,24162.00,3397.00,6915.00,2632.44,10517.00,2140.33
2010-04-26,68871.00,1331.00,24204.00,3366.00,6868.00,2615.06,10460.00,2134.80
2010-04-27,66511.00,1299.00,23946.00,3280.00,6673.00,2501.15,10119.00,2113.76
2010-04-28,66655.00,1290.00,23994.00,3326.00,6679.00,2484.27,10022.00,2129.88
2010-04-29,67978.00,1306.00,24175.00,3393.00,6805.00,2531.88,10178.00,2144.62
2010-04-30,67529.00,1323.00,24233.00,3378.00,6786.00,2484.44,10125.00,2142.48
2010-05-03,67119.00,1333.00,24274.00,3373.00,6778.00,2444.92,10097.00,2157.47
2010-05-04,64869.00,1309.00,23935.00,3275.00,6569.00,2345.82,9834.00,2116.74
2010-05-05,64914.00,1302.00,23877.00,3282.00,6576.00,2352.38,9767.00,2104.45
2010-05-06,63414.00,1282.00,23425.00,3244.00,6435.00,2305.63,9583.00,2060.22
2010-05-07,62870.00,1266.00,23286.00,3226.00,6378.00,2267.37,9446.00,2065.50
2010-05-10,65452.00,1305.00,23788.00,3358.00,6659.00,2367.65,9812.00,2118.17
2010-05-11,64424.00,1300.00,23341.00,3307.00,6558.00,2327.66,9724.00,2100.81
2010-05-12,65223.00,1309.00,23599.00,3359.00,6628.00,2352.02,9857.00,2126.27
2010-05-13,64788.00,1322.00,23538.00,3346.00,6590.00,2320.06,9814.00,2111.64
2010-05-14,63412.00,1297.00,23195.00,3281.00,6441.00,2256.80,9606.00,2073.88
2010-05-17,62866.00,1305.00,23230.00,3321.00,6422.00,2187.78,9477.00,2088.81
2010-05-18,60841.00,1292.00,22893.00,3203.00,6239.00,2106.91,9247.00,2051.57
2010-05-19,59689.00,1273.00,22587.00,3091.00,6095.00,2068.47,9086.00,2045.04
2010-05-20,58192.00,1228.00,22045.00,3036.00,5956.00,1998.60,8841.00,2000.84
2010-05-21,60259.00,1264.00,22289.00,3137.00,6180.00,2106.45,9172.00,2022.55
2010-05-24,59915.00,1266.00,22364.00,3114.00,6156.00,2092.04,9152.00,2022.85
2010-05-25,59184.00,1255.00,22111.00,3031.00,6076.00,2065.44,9037.00,2000.91
2010-05-26,60190.00,1274.00,22491.00,3132.00,6186.00,2068.97,9117.00,2018.13
2010-05-27,62091.00,1303.00,22693.00,3175.00,6363.00,2174.07,9423.00,2032.57
2010-05-28,61946.00,1299.00,22582.00,3159.00,6340.00,2173.58,9420.00,2018.77
2010-05-31,63046.00,1305.00,22838.00,3224.00,6432.00,2215.92,9508.00,2042.39
2010-06-01,61840.00,1291.00,22403.00,3172.00,6316.00,2159.22,9345.00,1998.86
2010-06-02,62942.00,1309.00,22658.00,3226.00,6431.00,2197.15,9494.00,2008.99
2010-06-04,61675.00,1300.00,22813.00,3183.00,6306.00,2106.66,9275.00,2017.21
2010-06-07,61182.00,1312.00,22972.00,3138.00,6240.00,2048.54,9211.00,2040.48
2010-06-08,61793.00,1316.00,23083.00,3175.00,6295.00,2076.41,9300.00,2038.69
2010-06-09,61478.00,1306.00,23074.00,3149.00,6264.00,2083.39,9277.00,2031.62
2010-06-10,63048.00,1323.00,23144.00,3224.00,6398.00,2169.28,9532.00,2049.25
2010-06-11,63605.00,1327.00,23239.00,3261.00,6461.00,2204.51,9619.00,2058.23
2010-06-14,63532.00,1335.00,23392.00,3239.00,6458.00,2208.21,9646.00,2065.57
2010-06-15,64442.00,1359.00,23674.00,3277.00,6563.00,2235.78,9794.00,2093.09
2010-06-16,64750.00,1374.00,23774.00,3307.00,6588.00,2239.80,9853.00,2106.93
2010-06-17,64540.00,1378.00,23779.00,3302.00,6573.00,2215.41,9835.00,2114.80
2010-06-18,64437.00,1380.00,23924.00,3317.00,6577.00,2209.29,9827.00,2130.51
2010-06-21,64829.00,1388.00,23981.00,3324.00,6630.00,2239.39,9921.00,2128.25
2010-06-22,64810.00,1399.00,24105.00,3309.00,6628.00,2237.11,9943.00,2142.44
2010-06-23,65160.00,1404.00,24088.00,3326.00,6672.00,2267.35,10038.00,2144.90
2010-06-24,63936.00,1383.00,23997.00,3252.00,6568.00,2242.90,9905.00,2143.79
2010-06-25,64823.00,1397.00,24336.00,3298.00,6658.00,2269.97,10006.00,2172.03
2010-06-28,64225.00,1409.00,24462.00,3261.00,6620.00,2250.29,10019.00,2181.94
2010-06-29,61977.00,1382.00,24190.00,3136.00,6391.00,2151.74,9705.00,2171.01
2010-06-30,60935.00,1357.00,24080.00,3064.00,6283.00,2108.68,9514.00,2158.01
2010-07-01,61236.00,1358.00,23904.00,3144.00,6355.00,2132.53,9583.00,2139.65
2010-07-02,61429.00,1367.00,24045.00,3159.00,6382.00,2133.10,9621.00,2140.56
2010-07-05,60865.00,1351.00,24121.00,3112.00,6321.00,2111.46,9528.00,2150.85
2010-07-06,62064.00,1379.00,24358.00,3190.00,6435.00,2150.96,9716.00,2167.26
2010-07-07,63283.00,1377.00,24357.00,3319.00,6561.00,2189.91,9800.00,2162.11
2010-07-08,63476.00,1372.00,24197.00,3375.00,6587.00,2204.54,9845.00,2132.42
2010-07-12,62960.00,1367.00,24021.00,3383.00,6560.00,2172.24,9763.00,2116.72
2010-07-13,63685.00,1385.00,24272.00,3432.00,6644.00,2171.50,9833.00,2138.53
2010-07-14,63479.00,1402.00,23877.00,3409.00,6622.00,2136.96,9808.00,2106.27
2010-07-15,63489.00,1407.00,23902.00,3418.00,6635.00,2116.72,9825.00,2105.04
2010-07-16,62339.00,1392.00,23728.00,3337.00,6515.00,2076.92,9689.00,2084.74
2010-07-19,63297.00,1406.00,23858.00,3398.00,6621.00,2119.77,9840.00,2094.09
2010-07-20,64462.00,1408.00,23880.00,3411.00,6713.00,2206.91,9982.00,2113.13
2010-07-21,64476.00,1397.00,23904.00,3418.00,6720.00,2233.59,10020.00,2108.92
2010-07-22,65748.00,1416.00,24284.00,3488.00,6846.00,2289.06,10207.00,2143.88
2010-07-23,66322.00,1417.00,24459.00,3518.00,6906.00,2327.74,10292.00,2149.77
2010-07-26,66443.00,1417.00,24562.00,3508.00,6907.00,2327.99,10316.00,2153.54
2010-07-27,66674.00,1432.00,24477.00,3506.00,6927.00,2324.94,10355.00,2156.94
2010-07-28,66808.00,1425.00,24456.00,3594.00,6988.00,2327.45,10360.00,2161.85
2010-07-29,66953.00,1431.00,24636.00,3607.00,7011.00,2323.13,10390.00,2179.04
2010-07-30,67515.00,1462.00,24870.00,3642.00,7082.00,2298.09,10440.00,2196.76
2010-08-02,68517.00,1461.00,25068.00,3662.00,7163.00,2343.98,10530.00,2213.60
2010-08-03,67997.00,1444.00,24986.00,3590.00,7071.00,2359.75,10480.00,2195.20
2010-08-04,68272.00,1448.00,25052.00,3574.00,7083.00,2388.89,10553.00,2198.89
2010-08-05,68411.00,1451.00,25225.00,3591.00,7099.00,2392.31,10525.00,2210.84
2010-08-06,68094.00,1430.00,25249.00,3611.00,7089.00,2375.04,10411.00,2209.41
2010-08-09,67862.00,1427.00,25028.00,3626.00,7089.00,2365.19,10373.00,2191.51
2010-08-10,67223.00,1424.00,25084.00,3594.00,7034.00,2337.63,10293.00,2191.76
2010-08-11,65790.00,1414.00,24936.00,3525.00,6911.00,2258.80,10074.00,2172.96
2010-08-12,65966.00,1421.00,25001.00,3542.00,6939.00,2275.08,10101.00,2170.02
2010-08-13,66264.00,1415.00,24945.00,3543.00,6956.00,2266.89,10092.00,2158.43
2010-08-16,66701.00,1421.00,25298.00,3576.00,7010.00,2282.61,10145.00,2175.41
2010-08-17,67583.00,1435.00,25320.00,3593.00,7079.00,2305.91,10237.00,2181.86
2010-08-18,67638.00,1446.00,25801.00,3593.00,7103.00,2299.46,10271.00,2216.34
2010-08-19,66887.00,1446.00,25811.00,3559.00,7058.00,2276.26,10208.00,2207.73
2010-08-20,66677.00,1449.00,25923.00,3548.00,7045.00,2255.79,10150.00,2230.49
2010-08-23,65981.00,1441.00,25678.00,3528.00,6981.00,2226.90,10084.00,2203.76
2010-08-24,65156.00,1433.00,25805.00,3473.00,6899.00,2201.10,9995.00,2218.51
2010-08-25,64803.00,1420.00,25741.00,3464.00,6875.00,2185.46,9919.00,2211.09
2010-08-26,63867.00,1413.00,25767.00,3398.00,6789.00,2157.94,9808.00,2205.03
2010-08-27,65585.00,1440.00,26098.00,3489.00,6950.00,2217.40,10052.00,2249.29
2010-08-30,64260.00,1435.00,26052.00,3426.00,6851.00,2166.81,9895.00,2236.85
2010-08-31,65145.00,1459.00,25738.00,3501.00,6947.00,2179.03,10022.00,2208.20
2010-09-01,67072.00,1471.00,26017.00,3577.00,7106.00,2259.07,10251.00,2239.10
2010-09-02,66808.00,1461.00,25871.00,3528.00,7047.00,2250.32,10207.00,2207.06
2010-09-03,66678.00,1455.00,25790.00,3511.00,6995.00,2236.56,10142.00,2206.00
2010-09-06,66747.00,1453.00,25865.00,3502.00,6982.00,2236.05,10134.00,2211.87
2010-09-08,66407.00,1455.00,25372.00,3527.00,6994.00,2245.76,10211.00,2163.84
2010-09-09,66624.00,1463.00,25248.00,3535.00,7024.00,2251.82,10266.00,2165.75
2010-09-10,66806.00,1476.00,25410.00,3538.00,7048.00,2236.34,10313.00,2193.75
2010-09-13,68030.00,1487.00,25576.00,3633.00,7176.00,2268.18,10445.00,2207.42
2010-09-14,67691.00,1494.00,25680.00,3655.00,7193.00,2256.61,10475.00,2222.43
2010-09-15,68106.00,1514.00,25920.00,3675.00,7254.00,2263.23,10565.00,2251.08
2010-09-16,67662.00,1519.00,25760.00,3651.00,7208.00,2259.12,10543.00,2231.27
2010-09-17,67089.00,1510.00,25592.00,3622.00,7156.00,2232.15,10453.00,2210.32
2010-09-20,68190.00,1532.00,25644.00,3675.00,7250.00,2251.74,10594.00,2217.29
2010-09-21,67719.00,1516.00,25629.00,3662.00,7221.00,2252.02,10511.00,2208.86
2010-09-22,68325.00,1519.00,25742.00,3689.00,7280.00,2262.42,10586.00,2219.86
2010-09-23,68794.00,1527.00,25620.00,3720.00,7320.00,2254.39,10611.00,2213.52
2010-09-24,68196.00,1516.00,25311.00,3667.00,7277.00,2238.59,10484.00,2185.31
2010-09-27,68815.00,1533.00,25351.00,3687.00,7339.00,2272.31,10612.00,2191.02
2010-09-28,69227.00,1536.00,25425.00,3718.00,7383.00,2308.06,10701.00,2196.66
2010-09-29,69228.00,1538.00,25337.00,3757.00,7398.00,2288.63,10629.00,2196.27
2010-09-30,69429.00,1543.00,25497.00,3800.00,7456.00,2290.38,10621.00,2218.28
2010-10-01,70229.00,1566.00,25670.00,3839.00,7548.00,2307.13,10773.00,2230.74
2010-10-04,70384.00,1571.00,26021.00,3846.00,7572.00,2296.85,10782.00,2267.01
2010-10-05,71283.00,1599.00,26343.00,3934.00,7699.00,2305.66,10907.00,2306.91
2010-10-06,70541.00,1602.00,26371.00,3897.00,7668.00,2281.65,10862.00,2313.30
2010-10-07,69918.00,1598.00,26212.00,3888.00,7631.00,2250.04,10730.00,2302.31
2010-10-08,70808.00,1613.00,26391.00,3977.00,7719.00,2271.00,10839.00,2316.61
